lead_id,initial_payment,payment_method,intent,main_objection,requested_appointment,requested_quote,provider,model_name,prompt_version,confidence
LD-00986,24900000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-00988,21900000.0,credito,media,soat,True,True,mock,,1.0,0.75
LD-00991,11490000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-00992,,credito,,soat,False,False,mock,,1.0,0.75
LD-00993,13990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-00997,7990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01002,7490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01004,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01005,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01006,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01012,11490000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01014,6990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01015,7290000.0,credito,,soat,True,False,mock,,1.0,0.75
LD-01017,13990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01019,7990000.0,credito,media,soat,False,False,mock,,1.0,0.75
LD-01021,7490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01022,11490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01024,15490000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01025,,credito,,soat,False,False,mock,,1.0,0.75
LD-01026,,credito,,soat,False,False,mock,,1.0,0.75
LD-01028,,credito,baja,precio,False,True,mock,,1.0,0.75
LD-01029,11490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01031,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01032,,credito,,soat,False,False,mock,,1.0,0.75
LD-01034,21900000.0,credito,media,soat,False,False,mock,,1.0,0.75
LD-01036,,credito,media,precio,False,True,mock,,1.0,0.75
LD-01039,,credito,,soat,False,False,mock,,1.0,0.75
LD-01041,5290000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01042,14990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01043,,credito,,soat,False,False,mock,,1.0,0.75
LD-01044,10490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01045,11490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01053,4990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01056,11290000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01061,,credito,,soat,False,False,mock,,1.0,0.75
LD-01062,,credito,baja,precio,False,True,mock,,1.0,0.75
LD-01064,,credito,baja,precio,False,True,mock,,1.0,0.75
LD-01066,,credito,,soat,False,False,mock,,1.0,0.75
LD-01068,,credito,,soat,False,False,mock,,1.0,0.75
LD-01071,,credito,baja,precio,False,True,mock,,1.0,0.75
LD-01072,6590000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01074,,credito,media,precio,False,True,mock,,1.0,0.75
LD-01080,,credito,media,precio,False,True,mock,,1.0,0.75
LD-01082,,credito,media,soat,True,False,mock,,1.0,0.75
LD-01083,,credito,,soat,False,False,mock,,1.0,0.75
LD-01084,,credito,,soat,False,False,mock,,1.0,0.75
LD-01085,6990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01088,6290000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01090,11290000.0,credito,media,soat,False,False,mock,,1.0,0.75
LD-01094,6990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01095,,credito,,soat,False,False,mock,,1.0,0.75
LD-01096,11490000.0,credito,media,soat,True,True,mock,,1.0,0.75
LD-01097,9890000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01098,6290000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01099,6990000.0,credito,media,soat,True,False,mock,,1.0,0.75
LD-01100,4990000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01101,,credito,baja,precio,False,True,mock,,1.0,0.75
LD-01106,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01107,6590000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01108,5590000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01112,7290000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01113,,credito,,soat,False,False,mock,,1.0,0.75
LD-01117,5290000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01118,6990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01125,,credito,,soat,False,False,mock,,1.0,0.75
LD-01128,9890000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01129,,credito,,soat,False,False,mock,,1.0,0.75
LD-01133,22900000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01134,21900000.0,credito,media,soat,False,False,mock,,1.0,0.75
LD-01136,22900000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01137,6590000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01139,13990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01140,,credito,,soat,False,False,mock,,1.0,0.75
LD-01142,11490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01143,,credito,baja,precio,False,True,mock,,1.0,0.75
LD-01146,13990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01155,15490000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01160,,credito,,soat,False,False,mock,,1.0,0.75
LD-01162,21900000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01164,13990000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01165,,credito,,soat,False,False,mock,,1.0,0.75
LD-01166,4990000.0,credito,,soat,True,False,mock,,1.0,0.75
LD-01169,6290000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01170,9890000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01177,13990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01178,,credito,,soat,False,False,mock,,1.0,0.75
LD-01180,5290000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01181,11990000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01186,7990000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01187,14990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01192,11490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01197,,credito,,soat,True,False,mock,,1.0,0.75
LD-01198,7290000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01199,21900000.0,credito,media,soat,False,False,mock,,1.0,0.75
LD-01202,13990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01205,8990000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01208,22900000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01209,7990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01210,6990000.0,credito,,cuota,True,True,mock,,1.0,0.75
LD-01212,9890000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01213,6590000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01215,11290000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01217,15490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01219,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01223,7490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01228,7490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01229,,credito,,soat,True,False,mock,,1.0,0.75
LD-01236,4990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01238,5290000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01241,6590000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01242,6990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01243,11990000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01246,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01248,,credito,,soat,False,False,mock,,1.0,0.75
LD-01250,11490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01255,5590000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01259,7990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01262,21900000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01269,13990000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01271,6590000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01272,22900000.0,credito,media,soat,False,False,mock,,1.0,0.75
LD-01273,13990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01274,13990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01275,24900000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01277,7190000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01278,,credito,,soat,False,False,mock,,1.0,0.75
LD-01280,11490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01285,,credito,,soat,False,False,mock,,1.0,0.75
LD-01286,,credito,media,precio,False,True,mock,,1.0,0.75
LD-01287,6590000.0,credito,baja,precio,False,True,mock,,1.0,0.75
LD-01289,9890000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01290,11990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01296,,credito,media,precio,False,True,mock,,1.0,0.75
LD-01297,6590000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01300,24900000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01302,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01303,21900000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01305,7490000.0,credito,baja,precio,False,True,mock,,1.0,0.75
LD-01306,11990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01307,7190000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01308,,credito,media,precio,False,True,mock,,1.0,0.75
LD-01312,,credito,,soat,False,False,mock,,1.0,0.75
LD-01314,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01315,7490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01320,,credito,,soat,False,False,mock,,1.0,0.75
LD-01321,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01322,24900000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01324,15490000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01325,10490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01326,,credito,,soat,False,False,mock,,1.0,0.75
LD-01329,,credito,media,precio,False,True,mock,,1.0,0.75
LD-01330,10490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01331,4990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01336,,credito,,soat,False,False,mock,,1.0,0.75
LD-01341,,credito,,soat,False,False,mock,,1.0,0.75
LD-01342,8990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01343,13990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01345,4990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01347,11490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01348,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01349,7490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01350,5790000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01351,6990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01355,,credito,,soat,False,False,mock,,1.0,0.75
LD-01356,7490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01363,,credito,,soat,False,False,mock,,1.0,0.75
LD-01364,24900000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01365,,credito,,soat,False,False,mock,,1.0,0.75
LD-01366,14990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01367,11290000.0,credito,media,soat,False,False,mock,,1.0,0.75
LD-01368,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01369,,credito,,soat,False,False,mock,,1.0,0.75
LD-01374,24900000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01376,10490000.0,credito,media,precio,False,True,mock,,1.0,0.75
LD-01377,7990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01378,6990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01380,11290000.0,credito,media,soat,False,False,mock,,1.0,0.75
LD-01381,,credito,,soat,False,False,mock,,1.0,0.75
LD-01382,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01387,,credito,,soat,False,False,mock,,1.0,0.75
LD-01389,6590000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01390,,credito,,soat,False,False,mock,,1.0,0.75
LD-01394,7490000.0,credito,baja,precio,False,True,mock,,1.0,0.75
LD-01395,15490000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01399,6590000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01402,,credito,,soat,False,False,mock,,1.0,0.75
LD-01406,8990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01407,,credito,,soat,False,False,mock,,1.0,0.75
LD-01409,13990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01411,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01413,,credito,,soat,False,False,mock,,1.0,0.75
LD-01416,22900000.0,credito,media,soat,False,True,mock,,1.0,0.75
LD-01420,7990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01421,9890000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01424,7290000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01426,,credito,,soat,False,False,mock,,1.0,0.75
LD-01427,24900000.0,credito,,soat,True,False,mock,,1.0,0.75
LD-01432,6990000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01434,6890000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01436,,credito,,soat,False,False,mock,,1.0,0.75
LD-01438,,credito,,soat,False,False,mock,,1.0,0.75
LD-01439,,credito,media,soat,True,False,mock,,1.0,0.75
LD-01440,,credito,baja,precio,False,True,mock,,1.0,0.75
LD-01444,24900000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01445,,credito,,soat,False,False,mock,,1.0,0.75
LD-01450,15490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01453,11990000.0,credito,,soat,True,False,mock,,1.0,0.75
LD-01454,,credito,,soat,False,False,mock,,1.0,0.75
LD-01455,,credito,,soat,False,False,mock,,1.0,0.75
LD-01456,,credito,,soat,False,False,mock,,1.0,0.75
LD-01457,,credito,,soat,False,False,mock,,1.0,0.75
LD-01460,11490000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01461,,credito,,soat,False,False,mock,,1.0,0.75
LD-01466,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01468,,credito,,soat,True,False,mock,,1.0,0.75
LD-01469,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01473,5290000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01475,6890000.0,credito,,soat,True,False,mock,,1.0,0.75
LD-01477,6990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-01485,,credito,,soat,False,False,mock,,1.0,0.75
LD-01486,,credito,,soat,False,False,mock,,1.0,0.75
LD-01487,,credito,,cuota,False,False,mock,,1.0,0.75
LD-01488,7490000.0,credito,media,precio,False,True,mock,,1.0,0.75
LD-01489,15490000.0,credito,media,soat,False,False,mock,,1.0,0.75
LD-01490,21900000.0,credito,media,cuota,False,True,mock,,1.0,0.75
LD-01491,11990000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-01493,,credito,media,soat,False,False,mock,,1.0,0.75
LD-01494,,credito,,soat,False,False,mock,,1.0,0.75
LD-01497,7190000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-90301,,credito,,soat,False,False,mock,,1.0,0.75
LD-91440,15490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-91598,,credito,,soat,False,False,mock,,1.0,0.75
LD-91911,6590000.0,credito,,soat,False,False,mock,,1.0,0.75
LD-93917,6990000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-94638,11490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-95231,6590000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-96391,15490000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-98483,,credito,,soat,False,False,mock,,1.0,0.75
LD-98570,,credito,,soat,False,False,mock,,1.0,0.75
LD-99188,5290000.0,credito,,cuota,False,True,mock,,1.0,0.75
LD-99235,11490000.0,credito,,cuota,False,True,mock,,1.0,0.75
