lead_id,advisor_id,assignment_date,priority_at_assignment,position
LD-01242,AS-011,2026-09-17 19:35:35.817455,LOW,6
LD-00193,AS-022,2026-09-17 19:35:35.817455,LOW,7
LD-01364,AS-014,2026-09-17 19:35:35.817455,LOW,18
LD-01112,AS-002,2026-09-17 19:35:35.817455,LOW,19
LD-00166,AS-014,2026-09-17 19:35:35.817455,LOW,19
LD-01094,AS-016,2026-09-17 19:35:35.817455,LOW,1
LD-01271,AS-006,2026-09-17 19:35:35.817455,LOW,12
LD-00740,AS-042,2026-09-17 19:35:35.817455,LOW,6
LD-00837,AS-042,2026-09-17 19:35:35.817455,LOW,7
LD-00587,AS-002,2026-09-17 19:35:35.817455,LOW,20
LD-01072,AS-034,2026-09-17 19:35:35.817455,LOW,4
LD-00111,AS-002,2026-09-17 19:35:35.817455,LOW,21
LD-01489,AS-011,2026-09-17 19:35:35.817455,LOW,7
LD-00215,AS-042,2026-09-17 19:35:35.817455,LOW,8
LD-00646,AS-006,2026-09-17 19:35:35.817455,LOW,13
LD-00540,AS-002,2026-09-17 19:35:35.817455,LOW,22
LD-01289,AS-022,2026-09-17 19:35:35.817455,LOW,8
LD-00191,AS-016,2026-09-17 19:35:35.817455,LOW,2
LD-00863,AS-042,2026-09-17 19:35:35.817455,LOW,9
LD-01308,AS-034,2026-09-17 19:35:35.817455,LOW,5
LD-01290,AS-011,2026-09-17 19:35:35.817455,LOW,8
LD-00669,AS-042,2026-09-17 19:35:35.817455,LOW,10
LD-00291,AS-014,2026-09-17 19:35:35.817455,LOW,20
LD-00357,AS-002,2026-09-17 19:35:35.817455,LOW,23
LD-00469,AS-034,2026-09-17 19:35:35.817455,LOW,6
LD-00087,AS-031,2026-09-17 19:35:35.817455,LOW,7
LD-01297,AS-031,2026-09-17 19:35:35.817455,LOW,8
LD-01199,AS-022,2026-09-17 19:35:35.817455,LOW,9
LD-00571,AS-042,2026-09-17 19:35:35.817455,LOW,11
LD-00276,AS-016,2026-09-17 19:35:35.817455,LOW,3
LD-00827,AS-031,2026-09-17 19:35:35.817455,LOW,9
LD-00059,AS-034,2026-09-17 19:35:35.817455,LOW,7
LD-00733,AS-006,2026-09-17 19:35:35.817455,LOW,14
LD-01108,AS-022,2026-09-17 19:35:35.817455,LOW,10
LD-01374,AS-042,2026-09-17 19:35:35.817455,LOW,12
LD-01050,AS-016,2026-09-17 19:35:35.817455,LOW,4
LD-00686,AS-016,2026-09-17 19:35:35.817455,LOW,5
LD-01435,AS-022,2026-09-17 19:35:35.817455,LOW,11
LD-00079,AS-011,2026-09-17 19:35:35.817455,LOW,9
LD-00414,AS-006,2026-09-17 19:35:35.817455,LOW,15
LD-00585,AS-025,2026-09-17 19:35:35.817455,LOW,10
LD-00038,AS-007,2026-09-17 19:35:35.817455,LOW,1
LD-00959,AS-031,2026-09-17 19:35:35.817455,LOW,10
LD-01307,AS-031,2026-09-17 19:35:35.817455,LOW,11
LD-00924,AS-025,2026-09-17 19:35:35.817455,LOW,11
LD-00214,AS-002,2026-09-17 19:35:35.817455,LOW,24
LD-01156,AS-007,2026-09-17 19:35:35.817455,LOW,2
LD-01214,AS-025,2026-09-17 19:35:35.817455,LOW,12
LD-00093,AS-025,2026-09-17 19:35:35.817455,LOW,13
LD-00250,AS-031,2026-09-17 19:35:35.817455,LOW,12
LD-00196,AS-007,2026-09-17 19:35:35.817455,LOW,3
LD-00247,AS-034,2026-09-17 19:35:35.817455,LOW,8
LD-00236,AS-034,2026-09-17 19:35:35.817455,LOW,9
LD-00879,AS-002,2026-09-17 19:35:35.817455,LOW,25
LD-00398,AS-025,2026-09-17 19:35:35.817455,LOW,14
LD-00316,AS-007,2026-09-17 19:35:35.817455,LOW,4
LD-00192,AS-022,2026-09-17 19:35:35.817455,LOW,12
LD-01119,AS-025,2026-09-17 19:35:35.817455,LOW,15
LD-01040,AS-003,2026-09-17 19:35:35.817455,LOW,1
LD-01229,AS-022,2026-09-17 19:35:35.817455,LOW,13
LD-00739,AS-022,2026-09-17 19:35:35.817455,LOW,14
LD-00418,AS-022,2026-09-17 19:35:35.817455,LOW,15
LD-00416,AS-011,2026-09-17 19:35:35.817455,LOW,10
LD-00119,AS-022,2026-09-17 19:35:35.817455,LOW,16
LD-00626,AS-025,2026-09-17 19:35:35.817455,LOW,16
LD-00824,AS-034,2026-09-17 19:35:35.817455,LOW,10
LD-01197,AS-034,2026-09-17 19:35:35.817455,LOW,11
LD-01423,AS-031,2026-09-17 19:35:35.817455,LOW,13
LD-01337,AS-016,2026-09-17 19:35:35.817455,LOW,6
LD-01175,AS-025,2026-09-17 19:35:35.817455,LOW,17
LD-01302,AS-022,2026-09-17 19:35:35.817455,LOW,17
LD-00299,AS-025,2026-09-17 19:35:35.817455,LOW,18
LD-00048,AS-022,2026-09-17 19:35:35.817455,LOW,18
LD-00601,AS-034,2026-09-17 19:35:35.817455,LOW,12
LD-01052,AS-022,2026-09-17 19:35:35.817455,LOW,19
LD-00066,AS-031,2026-09-17 19:35:35.817455,LOW,14
LD-00326,AS-025,2026-09-17 19:35:35.817455,LOW,19
LD-00831,AS-022,2026-09-17 19:35:35.817455,LOW,20
LD-01201,AS-034,2026-09-17 19:35:35.817455,LOW,13
LD-00274,AS-011,2026-09-17 19:35:35.817455,LOW,11
LD-00888,AS-023,2026-09-17 19:35:35.817455,LOW,1
LD-00338,AS-023,2026-09-17 19:35:35.817455,LOW,2
LD-00142,AS-016,2026-09-17 19:35:35.817455,LOW,7
LD-01084,AS-034,2026-09-17 19:35:35.817455,LOW,14
LD-00728,AS-016,2026-09-17 19:35:35.817455,LOW,8
LD-00690,AS-031,2026-09-17 19:35:35.817455,LOW,15
LD-01327,AS-011,2026-09-17 19:35:35.817455,LOW,12
LD-00159,AS-016,2026-09-17 19:35:35.817455,LOW,9
LD-00769,AS-012,2026-09-17 19:35:35.817455,LOW,1
LD-00246,AS-012,2026-09-17 19:35:35.817455,LOW,2
LD-00016,AS-034,2026-09-17 19:35:35.817455,LOW,15
LD-01055,AS-016,2026-09-17 19:35:35.817455,LOW,10
LD-01366,AS-007,2026-09-17 19:35:35.817455,LOW,5
LD-00309,AS-023,2026-09-17 19:35:35.817455,LOW,3
LD-00343,AS-003,2026-09-17 19:35:35.817455,LOW,2
LD-00204,AS-016,2026-09-17 19:35:35.817455,LOW,11
LD-00925,AS-007,2026-09-17 19:35:35.817455,LOW,6
LD-01270,AS-016,2026-09-17 19:35:35.817455,LOW,12
LD-01170,AS-025,2026-09-17 19:35:35.817455,LOW,20
LD-00171,AS-034,2026-09-17 19:35:35.817455,LOW,16
LD-00289,AS-016,2026-09-17 19:35:35.817455,LOW,13
LD-00618,AS-034,2026-09-17 19:35:35.817455,LOW,17
LD-00682,AS-007,2026-09-17 19:35:35.817455,LOW,7
LD-00319,AS-003,2026-09-17 19:35:35.817455,LOW,3
LD-00562,AS-007,2026-09-17 19:35:35.817455,LOW,8
LD-00102,AS-023,2026-09-17 19:35:35.817455,LOW,4
LD-00730,AS-023,2026-09-17 19:35:35.817455,LOW,5
LD-01471,AS-012,2026-09-17 19:35:35.817455,LOW,3
LD-01160,AS-012,2026-09-17 19:35:35.817455,LOW,4
LD-01492,AS-034,2026-09-17 19:35:35.817455,LOW,18
LD-00973,AS-035,2026-09-17 19:35:35.817455,LOW,1
LD-01446,AS-007,2026-09-17 19:35:35.817455,LOW,9
LD-00594,AS-023,2026-09-17 19:35:35.817455,LOW,6
LD-00281,AS-032,2026-09-17 19:35:35.817455,LOW,1
LD-00871,AS-007,2026-09-17 19:35:35.817455,LOW,10
LD-00017,AS-023,2026-09-17 19:35:35.817455,LOW,7
LD-00974,AS-007,2026-09-17 19:35:35.817455,LOW,11
LD-01256,AS-012,2026-09-17 19:35:35.817455,LOW,5
LD-00807,AS-003,2026-09-17 19:35:35.817455,LOW,4
LD-00525,AS-012,2026-09-17 19:35:35.817455,LOW,6
LD-01314,AS-026,2026-09-17 19:35:35.817455,LOW,1
LD-00638,AS-003,2026-09-17 19:35:35.817455,LOW,5
LD-00672,AS-035,2026-09-17 19:35:35.817455,LOW,2
LD-00810,AS-023,2026-09-17 19:35:35.817455,LOW,8
LD-00687,AS-016,2026-09-17 19:35:35.817455,LOW,14
LD-00399,AS-032,2026-09-17 19:35:35.817455,LOW,2
LD-00779,AS-032,2026-09-17 19:35:35.817455,LOW,3
LD-00317,AS-012,2026-09-17 19:35:35.817455,LOW,7
LD-01000,AS-016,2026-09-17 19:35:35.817455,LOW,15
LD-00233,AS-035,2026-09-17 19:35:35.817455,LOW,3
LD-01085,AS-003,2026-09-17 19:35:35.817455,LOW,6
LD-00232,AS-012,2026-09-17 19:35:35.817455,LOW,8
LD-01148,AS-032,2026-09-17 19:35:35.817455,LOW,4
LD-01136,AS-007,2026-09-17 19:35:35.817455,LOW,12
LD-01309,AS-032,2026-09-17 19:35:35.817455,LOW,5
LD-00835,AS-007,2026-09-17 19:35:35.817455,LOW,13
LD-00691,AS-026,2026-09-17 19:35:35.817455,LOW,2
LD-00774,AS-032,2026-09-17 19:35:35.817455,LOW,6
LD-00389,AS-003,2026-09-17 19:35:35.817455,LOW,7
LD-01332,AS-035,2026-09-17 19:35:35.817455,LOW,4
LD-00292,AS-007,2026-09-17 19:35:35.817455,LOW,14
LD-00045,AS-003,2026-09-17 19:35:35.817455,LOW,8
LD-00903,AS-023,2026-09-17 19:35:35.817455,LOW,9
LD-00011,AS-023,2026-09-17 19:35:35.817455,LOW,10
LD-00410,AS-007,2026-09-17 19:35:35.817455,LOW,15
LD-00968,AS-003,2026-09-17 19:35:35.817455,LOW,9
LD-00433,AS-032,2026-09-17 19:35:35.817455,LOW,7
LD-01498,AS-003,2026-09-17 19:35:35.817455,LOW,10
LD-00344,AS-012,2026-09-17 19:35:35.817455,LOW,9
LD-01226,AS-012,2026-09-17 19:35:35.817455,LOW,10
LD-00748,AS-032,2026-09-17 19:35:35.817455,LOW,8
LD-01032,AS-012,2026-09-17 19:35:35.817455,LOW,11
LD-00648,AS-023,2026-09-17 19:35:35.817455,LOW,11
LD-01177,AS-023,2026-09-17 19:35:35.817455,LOW,12
LD-01254,AS-026,2026-09-17 19:35:35.817455,LOW,3
LD-00220,AS-032,2026-09-17 19:35:35.817455,LOW,9
LD-01190,AS-012,2026-09-17 19:35:35.817455,LOW,12
LD-00146,AS-023,2026-09-17 19:35:35.817455,LOW,13
LD-00387,AS-007,2026-09-17 19:35:35.817455,LOW,16
LD-00612,AS-012,2026-09-17 19:35:35.817455,LOW,13
LD-01349,AS-026,2026-09-17 19:35:35.817455,LOW,4
LD-01196,AS-026,2026-09-17 19:35:35.817455,LOW,5
LD-01430,AS-012,2026-09-17 19:35:35.817455,LOW,14
LD-00470,AS-035,2026-09-17 19:35:35.817455,LOW,5
LD-00659,AS-026,2026-09-17 19:35:35.817455,LOW,6
LD-00182,AS-026,2026-09-17 19:35:35.817455,LOW,7
LD-01106,AS-012,2026-09-17 19:35:35.817455,LOW,15
LD-00208,AS-007,2026-09-17 19:35:35.817455,LOW,17
LD-00516,AS-026,2026-09-17 19:35:35.817455,LOW,8
LD-00143,AS-026,2026-09-17 19:35:35.817455,LOW,9
LD-01378,AS-007,2026-09-17 19:35:35.817455,LOW,18
LD-01125,AS-023,2026-09-17 19:35:35.817455,LOW,14
LD-00873,AS-032,2026-09-17 19:35:35.817455,LOW,10
LD-00915,AS-032,2026-09-17 19:35:35.817455,LOW,11
LD-00726,AS-032,2026-09-17 19:35:35.817455,LOW,12
LD-00174,AS-023,2026-09-17 19:35:35.817455,LOW,15
LD-00315,AS-032,2026-09-17 19:35:35.817455,LOW,13
LD-01406,AS-023,2026-09-17 19:35:35.817455,LOW,16
LD-01333,AS-026,2026-09-17 19:35:35.817455,LOW,10
LD-00922,AS-032,2026-09-17 19:35:35.817455,LOW,14
LD-00584,AS-003,2026-09-17 19:35:35.817455,LOW,11
LD-00714,AS-012,2026-09-17 19:35:35.817455,LOW,16
LD-00422,AS-003,2026-09-17 19:35:35.817455,LOW,12
LD-01142,AS-035,2026-09-17 19:35:35.817455,LOW,6
LD-00911,AS-008,2026-09-17 19:35:35.817455,LOW,1
LD-00629,AS-023,2026-09-17 19:35:35.817455,LOW,17
LD-01328,AS-035,2026-09-17 19:35:35.817455,LOW,7
LD-00754,AS-003,2026-09-17 19:35:35.817455,LOW,13
LD-00664,AS-023,2026-09-17 19:35:35.817455,LOW,18
LD-00437,AS-023,2026-09-17 19:35:35.817455,LOW,19
LD-00229,AS-026,2026-09-17 19:35:35.817455,LOW,11
LD-01005,AS-023,2026-09-17 19:35:35.817455,LOW,20
LD-00788,AS-008,2026-09-17 19:35:35.817455,LOW,2
LD-00044,AS-032,2026-09-17 19:35:35.817455,LOW,15
LD-00503,AS-003,2026-09-17 19:35:35.817455,LOW,14
LD-00145,AS-008,2026-09-17 19:35:35.817455,LOW,3
LD-01500,AS-003,2026-09-17 19:35:35.817455,LOW,15
LD-01123,AS-003,2026-09-17 19:35:35.817455,LOW,16
LD-00135,AS-008,2026-09-17 19:35:35.817455,LOW,4
LD-01411,AS-035,2026-09-17 19:35:35.817455,LOW,8
LD-01370,AS-008,2026-09-17 19:35:35.817455,LOW,5
LD-00144,AS-012,2026-09-17 19:35:35.817455,LOW,17
LD-00929,AS-003,2026-09-17 19:35:35.817455,LOW,17
LD-01382,AS-008,2026-09-17 19:35:35.817455,LOW,6
LD-00605,AS-035,2026-09-17 19:35:35.817455,LOW,9
LD-00849,AS-003,2026-09-17 19:35:35.817455,LOW,18
LD-01030,AS-012,2026-09-17 19:35:35.817455,LOW,18
LD-00253,AS-026,2026-09-17 19:35:35.817455,LOW,12
LD-00727,AS-026,2026-09-17 19:35:35.817455,LOW,13
LD-00043,AS-026,2026-09-17 19:35:35.817455,LOW,14
LD-00597,AS-035,2026-09-17 19:35:35.817455,LOW,10
LD-00918,AS-003,2026-09-17 19:35:35.817455,LOW,19
LD-01400,AS-003,2026-09-17 19:35:35.817455,LOW,20
LD-01149,AS-026,2026-09-17 19:35:35.817455,LOW,15
LD-00653,AS-008,2026-09-17 19:35:35.817455,LOW,7
LD-00720,AS-035,2026-09-17 19:35:35.817455,LOW,11
LD-00064,AS-035,2026-09-17 19:35:35.817455,LOW,12
LD-00858,AS-035,2026-09-17 19:35:35.817455,LOW,13
LD-00610,AS-008,2026-09-17 19:35:35.817455,LOW,8
LD-00942,AS-008,2026-09-17 19:35:35.817455,LOW,9
LD-00557,AS-035,2026-09-17 19:35:35.817455,LOW,14
LD-00271,AS-004,2026-09-17 19:35:35.817455,LOW,1
LD-00758,AS-004,2026-09-17 19:35:35.817455,LOW,2
LD-01009,AS-008,2026-09-17 19:35:35.817455,LOW,10
LD-00113,AS-035,2026-09-17 19:35:35.817455,LOW,15
LD-00151,AS-008,2026-09-17 19:35:35.817455,LOW,11
LD-01066,AS-008,2026-09-17 19:35:35.817455,LOW,12
LD-00948,AS-035,2026-09-17 19:35:35.817455,LOW,16
LD-00008,AS-004,2026-09-17 19:35:35.817455,LOW,3
LD-00775,AS-035,2026-09-17 19:35:35.817455,LOW,17
LD-01417,AS-004,2026-09-17 19:35:35.817455,LOW,4
LD-00662,AS-035,2026-09-17 19:35:35.817455,LOW,18
LD-00227,AS-035,2026-09-17 19:35:35.817455,LOW,19
LD-01478,AS-035,2026-09-17 19:35:35.817455,LOW,20
LD-00103,AS-035,2026-09-17 19:35:35.817455,LOW,21
LD-01035,AS-004,2026-09-17 19:35:35.817455,LOW,5
LD-00752,AS-004,2026-09-17 19:35:35.817455,LOW,6
LD-01357,AS-004,2026-09-17 19:35:35.817455,LOW,7
LD-00565,AS-035,2026-09-17 19:35:35.817455,LOW,22
LD-00688,AS-035,2026-09-17 19:35:35.817455,LOW,23
LD-00438,AS-035,2026-09-17 19:35:35.817455,LOW,24
LD-00753,AS-035,2026-09-17 19:35:35.817455,LOW,25
LD-00009,AS-004,2026-09-17 19:35:35.817455,LOW,8
LD-00268,AS-036,2026-09-17 19:35:35.817455,LOW,1
LD-01470,AS-004,2026-09-17 19:35:35.817455,LOW,9
LD-00639,AS-004,2026-09-17 19:35:35.817455,LOW,10
LD-00984,AS-004,2026-09-17 19:35:35.817455,LOW,11
LD-01276,AS-036,2026-09-17 19:35:35.817455,LOW,2
LD-01451,AS-036,2026-09-17 19:35:35.817455,LOW,3
LD-00518,AS-004,2026-09-17 19:35:35.817455,LOW,12
LD-00702,AS-004,2026-09-17 19:35:35.817455,LOW,13
LD-00544,AS-004,2026-09-17 19:35:35.817455,LOW,14
LD-00833,AS-036,2026-09-17 19:35:35.817455,LOW,4
LD-00554,AS-036,2026-09-17 19:35:35.817455,LOW,5
LD-00523,AS-004,2026-09-17 19:35:35.817455,LOW,15
LD-00395,AS-004,2026-09-17 19:35:35.817455,LOW,16
LD-00931,AS-036,2026-09-17 19:35:35.817455,LOW,6
LD-00908,AS-036,2026-09-17 19:35:35.817455,LOW,7
LD-00550,AS-004,2026-09-17 19:35:35.817455,LOW,17
LD-00413,AS-004,2026-09-17 19:35:35.817455,LOW,18
LD-00539,AS-036,2026-09-17 19:35:35.817455,LOW,8
LD-00732,AS-036,2026-09-17 19:35:35.817455,LOW,9
LD-00939,AS-036,2026-09-17 19:35:35.817455,LOW,10
LD-00786,AS-036,2026-09-17 19:35:35.817455,LOW,11
LD-00262,AS-036,2026-09-17 19:35:35.817455,LOW,12
LD-01336,AS-004,2026-09-17 19:35:35.817455,LOW,19
LD-00459,AS-004,2026-09-17 19:35:35.817455,LOW,20
LD-00776,AS-036,2026-09-17 19:35:35.817455,LOW,13
LD-01124,AS-036,2026-09-17 19:35:35.817455,LOW,14
LD-01362,AS-036,2026-09-17 19:35:35.817455,LOW,15
LD-00970,AS-036,2026-09-17 19:35:35.817455,LOW,16
LD-00107,AS-036,2026-09-17 19:35:35.817455,LOW,17
LD-00512,AS-036,2026-09-17 19:35:35.817455,LOW,18
